Review,Label,sentiment,sentiment label,srl label
i haven't checked any others out  but they are more expensive than the shure e2c that i was going to get,"{'PRED': [9], 'PROD1': [0], 'ASP': [10], 'PROD2': [14]}",NEGATIVE,"[0, 0, 1]",[[0 0 0 0 0 0 0 0 0 1 3 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
this is a lighter weight  thinner   longer  and cheaper option to them12 replacement coil cord,"{'PRED': [3], 'PROD1': [0], 'ASP': [4], 'PROD2': [13]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 3 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
it seems that a few years ago only the expensive version of this lens was available from nikon  so i alternatively bought other  far more expensive than this one  brands,"{'PRED': [9], 'PROD1': [0], 'ASP': [10], 'PROD2': [17]}",NEGATIVE,"[0, 0, 1]",[[2 0 0 0 0 0 0 0 0 3 3 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
i know 3m sell a smaller version of this holder but i think it could have been engineered in such a way that one size fits all,"{'PRED': [5], 'PROD1': [0], 'ASP': [6], 'PROD2': [9]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 1 3 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
it has point-and-shoot capabilities with all the manual controls of the bigger g2,"{'PRED': [7], 'PROD1': [0], 'ASP': [8], 'PROD2': [12]}",POSITIVE,"[0, 1, 0]",[[2 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
the tuner switches channels from off the air much faster than a panasonic plasma only two years older than this model,"{'PRED': [8], 'PROD1': [0], 'ASP': [9], 'PROD2': [12]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 0 0 1 3 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
i like this camera's small size for the same mp zoom range as the c3040,"{'PRED': [8], 'PROD1': [2], 'ASP': [10], 'PROD2': [14]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 0 0 1 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
this is a good idea with a good price for wireless keyboard and mouse,"{'PRED': [3], 'PROD1': [0], 'ASP': [8], 'PROD2': [11]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 0 1 3 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
i've owned smaller sizes of ultra ii memory cards before  so i was specifically looking for the same when i had to get this 4gb one,"{'PRED': [2], 'PROD1': [0], 'ASP': [3], 'PROD2': [7]}",POSITIVE,"[0, 1, 0]",[[0 0 1 3 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
it is much faster &amp  better color than our previous canon printer  which also had no &quot walkin repair&quot  office that we could find,"{'PRED': [2], 'PROD1': [0], 'ASP': [3], 'PROD2': [10]}",POSITIVE,"[0, 1, 0]",[[2 0 1 3 0 0 3 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
it is much faster &amp  better color than our previous canon printer  which also had no &quot walkin repair&quot  office that we could find,"{'PRED': [], 'PROD1': [0], 'ASP': [6], 'PROD2': [10]}",POSITIVE,"[0, 1, 0]",[[2 0 1 3 0 0 3 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
it is more compact than my previous camera  and thus by necessity the controls are closer together,"{'PRED': [2], 'PROD1': [0], 'ASP': [3], 'PROD2': [7]}",POSITIVE,"[0, 1, 0]",[[2 0 1 3 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
one of the few lower priced cams to keep the mic jack and the headphone jack  but beware,"{'PRED': [3, 4], 'PROD1': [0], 'ASP': [5], 'PROD2': [10]}",NEGATIVE,"[0, 0, 1]",[[0 0 0 0 1 3 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
although it doesn't have all the bells and whistles of a more expensive device  it performs its job as a navigation aid quite well,"{'PRED': [11], 'PROD1': [14], 'ASP': [12], 'PROD2': [21]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0]]
my husband has a similar version of this kensington bag and i wanted one,"{'PRED': [4], 'PROD1': [0], 'ASP': [5], 'PROD2': [8]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 1 3 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
it gave great reviews to much more expensive wireless systems  and gave a relatively low review to linksys as far as range is concerned,"{'PRED': [5, 6], 'PROD1': [0], 'ASP': [7], 'PROD2': [17]}",POSITIVE,"[0, 1, 0]",[[2 0 0 0 0 1 1 3 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
it does charge much faster than the charger you have to plug into the camera though,"{'PRED': [3], 'PROD1': [0], 'ASP': [4], 'PROD2': [7]}",POSITIVE,"[0, 1, 0]",[[2 0 0 1 3 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
however  overall the unit looks great  is light weight   much smaller than i expected   very rugged  and a good snag for fiveteen dollars less than amazon from vanns in montana,"{'PRED': [7], 'PROD1': [0], 'ASP': [8], 'PROD2': [25]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0]]
even though more expensive  going to buy a linksys wireless router,"{'PRED': [2], 'PROD1': [0], 'ASP': [3], 'PROD2': [8]}",NEGATIVE,"[0, 0, 1]",[[0 0 1 3 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
in contrast with the many complaints  i have no problem with mine since i bought the 2nd or newer version of the router,"{'PRED': [18], 'PROD1': [0], 'ASP': [19], 'PROD2': [22]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 4 0 0 0 0 0 0 0 0 0 0]]
if large storage space and superior anti-shock are your main concerns  go for the nomad jukebox,"{'PRED': [1], 'PROD1': [0], 'ASP': [2], 'PROD2': [15]}",POSITIVE,"[0, 1, 0]",[[0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
if large storage space and superior anti-shock are your main concerns  go for the nomad jukebox,"{'PRED': [1], 'PROD1': [0], 'ASP': [2, 3], 'PROD2': [15]}",POSITIVE,"[0, 1, 0]",[[0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
maybe a newer version of the adapter will work  but only if you've got the courage to risk it,"{'PRED': [2], 'PROD1': [0], 'ASP': [3], 'PROD2': [6]}",POSITIVE,"[0, 1, 0]",[[0 0 1 3 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
this product has more features  better priced  smaller and cooler than the ipod  which is now my secondary mp3 player,"{'PRED': [], 'PROD1': [0], 'ASP': [6], 'PROD2': [12]}",POSITIVE,"[0, 1, 0]",[[0 0 0 1 0 1 3 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
i would still be happy if i paid full price for it the first thing i did when i received my unit was to upgrade the firmware,"{'PRED': [8], 'PROD1': [11], 'ASP': [9], 'PROD2': [26]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0]]
you the consumer can buy less expensive refilled compatible cartridges or you can buy the lexmark brand for the lower price for a 2-pack   what a bargain,"{'PRED': [5], 'PROD1': [0], 'ASP': [6], 'PROD2': [23]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0]]
the price is excellent and comparing these with more expensive brands such as swarovski and leica there really is no noticeable difference you will not be disappointed with these binoculars,"{'PRED': [8], 'PROD1': [0], 'ASP': [9], 'PROD2': [13]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 0 0 1 3 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
it's about the same size as a computer mouse  and with no cord  so it packs nicely,"{'PRED': [3], 'PROD1': [0], 'ASP': [4], 'PROD2': [7]}",POSITIVE,"[0, 1, 0]",[[2 0 0 1 3 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
for this low price i'd be surprised to find a better mp3 player  usb storage device,"{'PRED': [2], 'PROD1': [1], 'ASP': [3], 'PROD2': [11]}",POSITIVE,"[0, 1, 0]",[[0 0 1 3 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
a free upgrade because i paid full price for my old bullet cam,"{'PRED': [6], 'PROD1': [0], 'ASP': [7], 'PROD2': [11]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 1 3 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
an essential component for those getting more functionality out of their camera and who want to use the zoom lens,"{'PRED': [6], 'PROD1': [0], 'ASP': [7], 'PROD2': [11]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 1 3 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
this player is the same price as the ipod shuffle  which has no display  and cost extra for the radio function,"{'PRED': [4], 'PROD1': [0], 'ASP': [5], 'PROD2': [8]}",NEGATIVE,"[0, 0, 1]",[[0 0 0 0 1 3 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
the player is very light weight and small- much more compact than the ipod mini,"{'PRED': [8, 9], 'PROD1': [0], 'ASP': [10], 'PROD2': [13]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 3 0 0 0 0 3 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
great features for the same price as the ipod shuffle  and with a fm tuner  voice recorder  and line in not to mention the display screen,"{'PRED': [4], 'PROD1': [0], 'ASP': [5], 'PROD2': [8]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 1 3 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
and after that  i couldn't get the newer version of the iriver software to work,"{'PRED': [7], 'PROD1': [0], 'ASP': [8], 'PROD2': [11]}",NEGATIVE,"[0, 0, 1]",[[0 0 0 0 0 0 0 1 3 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
i also think there are headphones with a much superior build quality and superior sound such as the ultrasone and grado headphones,"{'PRED': [8, 9], 'PROD1': [0], 'ASP': [10], 'PROD2': [18]}",NEGATIVE,"[0, 0, 1]",[[0 0 0 0 0 0 0 0 1 1 3 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
better  and more expensive  mounts such as manfrotto are metal 3  there is no additional safety lock pin to prevent accidental release 4  it's relatively inconvenient,"{'PRED': [], 'PROD1': [0], 'ASP': [3], 'PROD2': [7]}",NEGATIVE,"[0, 0, 1]",[[0 0 1 3 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
less expensive than keyboards from apple  which typically don't have a numeric keypad,"{'PRED': [], 'PROD1': [0], 'ASP': [1], 'PROD2': [5]}",POSITIVE,"[0, 1, 0]",[[2 3 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
you can get a better price on this than the mac brand key boards and it is probably better,"{'PRED': [4], 'PROD1': [7], 'ASP': [5], 'PROD2': [10]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 1 3 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
"i ""splurged"" on the more expensive analog to digital adaptor just to make sure i didn't have any headaches","{'PRED': [4], 'PROD1': [0], 'ASP': [5], 'PROD2': [9]}",NEGATIVE,"[0, 0, 1]",[[0 0 0 0 1 3 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
great and slightly more sturdy version of the popular palm,"{'PRED': [2, 3, 4], 'PROD1': [0], 'ASP': [5], 'PROD2': [9]}",POSITIVE,"[0, 1, 0]",[[0 0 1 1 1 3 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
unlike even less expensive headphones these have nothing to go between your head and a hard  sharp plastic tab in the middle of the headband,"{'PRED': [1, 2], 'PROD1': [0], 'ASP': [3], 'PROD2': [24]}",NEGATIVE,"[0, 0, 1]",[[0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0]]
i chose it over the less expensive competitor lenses almost exclusively for its usm and inner focusing,"{'PRED': [5], 'PROD1': [2], 'ASP': [6], 'PROD2': [13]}",POSITIVE,"[0, 1, 0]",[[0 0 2 0 0 1 3 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
far less expensive than buying from dell,"{'PRED': [1], 'PROD1': [0], 'ASP': [2], 'PROD2': [6]}",POSITIVE,"[0, 1, 0]",[[2 1 3 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
the plastic tent pieces are the same size as the tray so they fit neatly inside during storage,"{'PRED': [6], 'PROD1': [0], 'ASP': [7], 'PROD2': [10]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 1 3 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
and its much less expensive than a sony stick,"{'PRED': [2, 3], 'PROD1': [1], 'ASP': [4], 'PROD2': [7]}",POSITIVE,"[0, 1, 0]",[[0 0 1 1 3 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
much less expensive than the sony sticks  works the same and has a 5 year warranty,"{'PRED': [1], 'PROD1': [0], 'ASP': [2], 'PROD2': [5]}",POSITIVE,"[0, 1, 0]",[[2 1 3 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
i use it with the newer version of the handspring belt clip  it's not really different  just a little taper in at the bottom  and it works great,"{'PRED': [5], 'PROD1': [2], 'ASP': [6], 'PROD2': [10]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 1 3 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
even on ebay  their bidding the same price for a new battery,"{'PRED': [6], 'PROD1': [0], 'ASP': [7], 'PROD2': [11]}",NEGATIVE,"[0, 0, 1]",[[0 0 0 0 0 0 1 3 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
it's almost exactly the same size as the camera,"{'PRED': [4], 'PROD1': [0], 'ASP': [5], 'PROD2': [8]}",NEGATIVE,"[0, 0, 1]",[[2 0 0 0 1 3 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
clever way of folding up compactly so that it's about the same size as my visor edge,"{'PRED': [11], 'PROD1': [8], 'ASP': [12], 'PROD2': [15]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 0 0 2 0 0 1 3 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
it's just too bad they didn't have a less expensive unit  as i really don't intend to use if for digital tape recording,"{'PRED': [8], 'PROD1': [0], 'ASP': [9], 'PROD2': [21]}",NEGATIVE,"[0, 0, 1]",[[2 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0]]
much faster than older palm vx i used to have,"{'PRED': [], 'PROD1': [0], 'ASP': [1], 'PROD2': [4]}",POSITIVE,"[0, 1, 0]",[[2 3 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
i purchased it for the same price as on amazon com but not from this site,"{'PRED': [5], 'PROD1': [2], 'ASP': [6], 'PROD2': [9]}",NEGATIVE,"[0, 0, 1]",[[0 0 0 0 0 1 3 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
the upnp implementation is much more solid than the previous router as well,"{'PRED': [4, 5], 'PROD1': [0], 'ASP': [6], 'PROD2': [10]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 1 1 3 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
it really is much faster i also enjoy the fact that the thing doesn't have to boot up to get to the digicam or the voice recorder,"{'PRED': [3], 'PROD1': [0], 'ASP': [4], 'PROD2': [16]}",POSITIVE,"[0, 1, 0]",[[2 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
was a good price also  as i wandered around the web looking for same item  but amazon had the best deal,"{'PRED': [2], 'PROD1': [0], 'ASP': [3], 'PROD2': [16]}",POSITIVE,"[0, 1, 0]",[[0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
this makes it more functional than the canon case and it is excellent value for money,"{'PRED': [3], 'PROD1': [2], 'ASP': [4], 'PROD2': [7]}",POSITIVE,"[0, 1, 0]",[[0 0 2 1 3 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
the smaller size of the nano is cool but alot of people are breaking them,"{'PRED': [1], 'PROD1': [0], 'ASP': [2], 'PROD2': [5]}",NEGATIVE,"[0, 0, 1]",[[0 0 3 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
it is exactly the same size as my flip phone,"{'PRED': [4], 'PROD1': [0], 'ASP': [5], 'PROD2': [9]}",NEGATIVE,"[0, 0, 1]",[[2 0 0 0 1 3 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
same price as an ipod nano  but  more than double the space2,"{'PRED': [], 'PROD1': [0], 'ASP': [1], 'PROD2': [4]}",NEGATIVE,"[0, 0, 1]",[[1 3 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
 but better then other compact cams  the only thing i'd reccomend is that you buy a case for the camera,"{'PRED': [1, 2, 3], 'PROD1': [0], 'ASP': [4], 'PROD2': [19]}",POSITIVE,"[0, 1, 0]",[[0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0]]
more pricey  a tad bit larger than the f1  but much better camera and the fuji quality is back,"{'PRED': [], 'PROD1': [0], 'ASP': [1], 'PROD2': [8]}",POSITIVE,"[0, 1, 0]",[[1 3 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
quick  effective and much better photo quality than the d200   don't care what anyone says it does a better job,"{'PRED': [3, 4], 'PROD1': [0], 'ASP': [5, 6], 'PROD2': [9]}",POSITIVE,"[0, 1, 0]",[[0 0 0 1 1 3 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
the higher resolution of the d200 may expose lower end optics,"{'PRED': [1], 'PROD1': [0], 'ASP': [2], 'PROD2': [5]}",POSITIVE,"[0, 1, 0]",[[0 1 3 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
all the different version models of the wgr614 look very similar,"{'PRED': [2], 'PROD1': [0], 'ASP': [3], 'PROD2': [7]}",NEGATIVE,"[0, 0, 1]",[[0 0 0 3 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
it is smaller and more compact than the linksys  and its setup utility is much simpler,"{'PRED': [4], 'PROD1': [0], 'ASP': [5], 'PROD2': [8]}",POSITIVE,"[0, 1, 0]",[[2 0 1 0 1 3 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
much faster than my previous router the setup  which is done thru your web browser  is very easy to use all in all  a delightful product,"{'PRED': [], 'PROD1': [0], 'ASP': [1], 'PROD2': [5]}",POSITIVE,"[0, 1, 0]",[[2 3 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
so much faster and more reliable than my previous modem  which was also a net gear,"{'PRED': [1], 'PROD1': [0], 'ASP': [2], 'PROD2': [9]}",POSITIVE,"[0, 1, 0]",[[0 1 3 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
it's amazing how much faster and smoother this is than my old router,"{'PRED': [3], 'PROD1': [0], 'ASP': [4], 'PROD2': [12]}",POSITIVE,"[0, 1, 0]",[[2 0 0 1 3 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
it was also about $40 more expensive than the sony  both units were purchased from amazon com   thus i thought the sony would be a better value,"{'PRED': [], 'PROD1': [0], 'ASP': [6], 'PROD2': [9]}",NEGATIVE,"[0, 0, 1]",[[2 0 0 0 0 1 3 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
you can get one for about the same price  it will sound better and you'll have additional applications you can use such as cd players  and mp3 player docks,"{'PRED': [7], 'PROD1': [9], 'ASP': [8], 'PROD2': [23]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0]]
despite its larger size  it doesn't hold much more than the much smaller canon photo backpack,"{'PRED': [2], 'PROD1': [4], 'ASP': [3], 'PROD2': [13]}",NEGATIVE,"[0, 0, 1]",[[0 0 0 3 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
a lot less expensive than the canon product,"{'PRED': [2], 'PROD1': [0], 'ASP': [3], 'PROD2': [6]}",POSITIVE,"[0, 1, 0]",[[0 0 1 3 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
several online reviews described the same noise and diagnosed it as the light engine  not the bulb  color wheel  or fan,"{'PRED': [5], 'PROD1': [9], 'ASP': [6], 'PROD2': [13]}",NEGATIVE,"[0, 0, 1]",[[0 0 0 0 0 1 3 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
the timings could be a little faster  but to add even more pep to the machine i have overclocked it by 10% and haven't seen any instability from this memory,"{'PRED': [5], 'PROD1': [19], 'ASP': [6], 'PROD2': [29]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0]]
i previously had a similar size unit from aiwa  this sony has much much better reception,"{'PRED': [4], 'PROD1': [0], 'ASP': [5], 'PROD2': [8]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 1 3 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
i was hope against hope that it's been a long time since the switch has been out  so i'd probably get a newer version of the hardware,"{'PRED': [22], 'PROD1': [6], 'ASP': [23], 'PROD2': [26]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 3 0 0 4 0 0 0 0 0 0]]
if you want portability and just want better video than a digital still camera  get this one,"{'PRED': [7], 'PROD1': [0], 'ASP': [8], 'PROD2': [13]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 0 1 3 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
don't expect higher priced quality from this camera  but it actually surpassed my original expectations,"{'PRED': [2], 'PROD1': [0], 'ASP': [3], 'PROD2': [7]}",POSITIVE,"[0, 1, 0]",[[0 0 1 3 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
i have tried less expensive webcams and they don't match up to the logitech quickcam pro,"{'PRED': [2, 3], 'PROD1': [0], 'ASP': [4], 'PROD2': [13]}",POSITIVE,"[0, 1, 0]",[[0 0 0 1 3 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
low resolution  but ok for a web cam because a lower resolution means faster transfer,"{'PRED': [], 'PROD1': [0], 'ASP': [1], 'PROD2': [7]}",NEGATIVE,"[0, 0, 1]",[[3 3 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
easy install  great functionality but could use a better way to affix to the notebook as mentioned above,"{'PRED': [], 'PROD1': [0], 'ASP': [3], 'PROD2': [14]}",POSITIVE,"[0, 1, 0]",[[0 0 0 3 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
quite a bit less expensive than the nikon version  this is a somewhat cheaply made  but adequate device for taking time exposures,"{'PRED': [3], 'PROD1': [0], 'ASP': [4], 'PROD2': [7]}",POSITIVE,"[0, 1, 0]",[[0 0 0 1 3 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
i have a $250 paperweight  i bought mine at a higher price than at amazon,"{'PRED': [10], 'PROD1': [0], 'ASP': [11], 'PROD2': [14]}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 0 0 0 0 1 3 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
same with when it connects to a a newer version of skype,"{'PRED': [8], 'PROD1': [3], 'ASP': [9], 'PROD2': [11]}",POSITIVE,"[0, 1, 0]",[[1 0 0 2 0 0 0 0 1 3 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
its never skipped a beat  the sound quality is great  and its way more affordable than a riovolt,"{'PRED': [13], 'PROD1': [11], 'ASP': [14], 'PROD2': [17]}",POSITIVE,"[0, 1, 0]",[[2 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
